V1,B1_4_7,B5_4_7,L_4_7,loc.B5_4_7,B1_B5_angle_4_7,NPA_1,NPA_3,NPA_2,NPA_18,NPA_27,NPA_29,diff_NBO_1_3,diff_NBO_2_18,diff_NBO_27_29,dip_x_1,dip_y_1,dip_z_1,Total_1,dip_x_2,dip_y_2,dip_z_2,-1-3-,-2-18-,-27-29-,cross_1,cross.angle_1,para_1,para.angle_1,-5V6-,-23V24-,-25V26-,Dihedral(1_4_7_8),Dihedral(1_2_19_27),"Dist(1, 3)","Dist(2, 18)","Dist(27, 29)",output
m_OMe,1.72,4.56,7.08,5.83,93,0.69146,-0.64017,-0.60586,0.41993,0.79192,-0.5628,1.33163,-1.02579,1.35472,-3.9348,-5.4644,-0.3169,6.7411,0.5842,-5.0906,-4.3804,1772.7242,3652.9465,1904.577,1656.6157,71.5203096715114,1683.7568,19.3189992003171,1462.295,1491.1205,1531.3104,86.5050189610323,54.7994203372106,1.21666593395599,1.00657748802564,1.19114396882577,31
m_SMe,1.74,4.51,7.62,4.35,94,0.69116,-0.63915,-0.60569,0.41961,0.79194,-0.56251,1.33031,-1.0253,1.35445,-4.4336,-5.2182,-0.3976,6.8589,0.5447,-4.8522,-4.817,1773.6312,3656.4596,1904.7232,1643.1548,74.6969040379406,1667.9016,17.6073490623544,1462.875,1490.5899,1524.4225,85.9847539974772,54.6542950771738,1.21647321263808,1.00651952330792,1.19108100677032,0
mm_CF3,2.19,4.9,7.01,3.64,77,0.68858,-0.61791,-0.6101,0.40888,0.79628,-0.57567,1.30649,-1.01898,1.37195,-3.2007,3.4577,-3.1079,5.6444,1.6429,-0.3459,-5.3889,1791.9176,3645.6123,1893.6076,1693.2212,65.7803452281786,1690.9611,23.6953779611742,1462.9768,1491.6709,1528.0755,43.4327894070793,51.0848240676694,1.21398368265228,1.00719859791701,1.1932654492614,5
mp_Cl,1.72,4.54,7.82,4.4,92,0.69034,-0.63314,-0.60558,0.41647,0.79176,-0.56376,1.32348,-1.02205,1.35552,-5.3796,-0.7628,-1.1989,5.5642,0.4654,-1.4149,-5.3611,1778.4285,3660.7428,1903.3969,1632.0278,87.8525534057793,1666.7695,4.75943502311878,1462.547,1491.8688,1524.6675,76.0072667599052,54.0126451281539,1.21540424897521,1.00620993887409,1.1913705257954,64
o_Br,1.77,4.8,6.39,1.35,94,0.69665,-0.63385,-0.60978,0.41575,0.79119,-0.56038,1.3305,-1.02553,1.35157,-5.6138,-3.218,-1.0327,6.5526,0.4293,-4.3069,-4.9197,1779.8253,3655.0341,1904.0956,1640.2932,78.8850156522529,1665.7615,6.56389850263148,1459.4797,1490.683,1528.2283,71.3806037491739,55.0915895447693,1.21506557467817,1.0065762805595,1.19085797712112,12
o_Cl,1.72,4.5,6.39,1.38,92,0.69608,-0.63357,-0.60939,0.41538,0.79055,-0.55916,1.32965,-1.02477,1.34971,-5.6822,-3.1594,-0.9703,6.5734,0.373,-4.3801,-4.8873,1780.999,3654.9381,1905.4424,1644.4698,74.7290793490769,1669.0055,10.4005407762109,1458.799,1489.9618,1528.8582,70.9692817887389,55.2379908926722,1.21506090895683,1.00649310081689,1.19070133505594,10
o_F,1.7,3.69,6.38,1.5,90,0.69307,-0.63367,-0.60687,0.41608,0.78934,-0.55782,1.32674,-1.02295,1.34716,-5.7969,-3.3401,-0.233,6.6944,0.4988,-4.3804,-5.0377,1779.2105,3659.495,1906.9428,1662.399,88.134181813807,1689.7405,3.01548854097901,1460.5006,1490.1636,1528.5031,80.6443085129072,55.9109402797229,1.21519612184577,1.00622264452605,1.19056258016368,19
o_I,1.81,5.2,6.39,1.31,96,0.69524,-0.63482,-0.60985,0.41663,0.79229,-0.56216,1.33006,-1.02648,1.35445,-5.3491,-3.2779,-0.9983,6.3525,0.5257,-4.0791,-4.8414,1778.9984,3655.5027,1902.6178,1635.7744,79.3250314601675,1660.44,6.13600322985673,1459.3721,1490.4666,1529.6339,73.3836823086477,55.107522576672,1.21528593237723,1.00656927278057,1.19106072552368,17
o_Naph,1.71,5.6,6.45,1.79,90,0.69171,-0.63953,-0.60854,0.41953,0.7972,-0.57159,1.33124,-1.02807,1.36879,-3.7157,-2.3886,-2.0444,4.8673,1.0543,-3.2945,-3.4243,1771.53,3646.3744,1896.9539,1701.7621,89.126654194836,1657.5287,7.77358066775429,1459.627,1490.6038,1525.5006,65.0967805791521,51.7337634209713,1.21714251721111,1.00715488587208,1.19232130525501,41
o_nitro,1.73,4.78,6.41,2.38,84,0.71006,-0.62514,-0.61439,0.41034,0.785,-0.5551,1.3352,-1.02473,1.3401,-8.1965,-3.5977,-0.0335,8.9514,0.7752,-5.6739,-6.8799,1795.2357,3658.9846,1906.4805,1648.274,80.6694977233344,1668.3691,17.6239613001611,1475.1832,1492.3321,1530.2822,78.9071040744848,59.0327317942018,1.2118775405601,1.00625607151112,1.19057802384304,17
p_amine,1.7,3.17,7.21,4.12,90,0.69059,-0.64047,-0.60969,0.41973,0.79231,-0.56758,1.33106,-1.02942,1.35989,-4.556,-3.9703,-1.9716,6.3567,1.5719,-4.9236,-3.7007,1774.5921,3651.5144,1900.4773,1650.6238,84.8009534750883,1696.3724,2.16303146165311,1459.3504,1492.1224,1529.7622,69.9238842405904,54.3456705227001,1.21686003330786,1.00693503784157,1.19191835628704,8
p_azide,1.7,3.64,8.66,6.96,93,0.69035,-0.62818,-0.61174,0.41524,0.79483,-0.575,1.31853,-1.02698,1.36983,-3.9442,0.8995,-2.6665,4.8452,1.0704,-1.7658,-4.3832,1783.9438,3648.1183,1895.0815,1647.4637,85.0188593904067,1684.9884,4.74724234505302,1460.0098,1494.1309,1529.6177,49.8312370676147,52.1992566987236,1.21538312406788,1.00728052118762,1.19306512839367,19
p_boc,2.23,4.05,12.14,8.3,143,0.69144,-0.6345,-0.61077,0.41727,0.79332,-0.57151,1.32594,-1.02804,1.36483,-2.6963,-3.1238,-1.8247,4.5119,1.2704,-4.0873,-1.4276,1778.7267,3647.6358,1897.6983,1656.7036,85.871458519312,1691.3,4.89825535347258,1462.996,1490.853,1523.9981,58.8047417585857,53.3421421852474,1.21618751911619,1.00717877739555,1.19252307357258,10
p_Br,1.92,3.17,8.13,4.12,100,0.68998,-0.62829,-0.61038,0.41455,0.79413,-0.57254,1.31827,-1.02493,1.36667,-4.1157,0.8662,-2.4807,4.8829,0.9985,-1.4733,-4.547,1782.961,3650.3047,1896.7357,1642.9671,83.3388526130624,1668.8474,5.5752368756448,1462.7099,1492.6477,1530.278,53.887844995212,52.4778775681797,1.21527307717772,1.00704765413013,1.19268573485055,28
p_Cl,1.78,3.17,7.82,4.13,93,0.68989,-0.62862,-0.6105,0.41466,0.79411,-0.57262,1.31851,-1.02516,1.36673,-4.1222,0.7926,-2.4878,4.8795,0.9885,-1.5581,-4.5172,1782.6969,3650.2441,1896.7564,1645.8583,86.0260861123989,1673.4091,3.59537472149839,1463.3103,1491.6571,1525.1918,53.5988271452755,52.5967742341323,1.21539921615616,1.00704671600577,1.19270513876524,29
p_CN,1.7,3.16,8.58,4.13,90,0.68962,-0.62115,-0.61065,0.41186,0.79613,-0.57741,1.31077,-1.02251,1.37354,-3.5973,4.9983,-3.1081,6.8982,1.457,0.9192,-6.6796,1789.1061,3647.5087,1893.5583,1636.1535,89.7061158356165,1686.4525,1.46646101318054,1466.3072,1492.5485,1524.1881,43.8113294161926,51.6147961562296,1.21444379469163,1.00727832386635,1.19341085867525,0
p_F,1.7,3.16,6.96,4.14,90,0.68959,-0.62943,-0.61093,0.41614,0.79415,-0.57298,1.31902,-1.02707,1.36713,-4.145,0.6351,-2.4676,4.8655,0.9716,-1.7422,-4.4378,1782.9614,3649.7105,1896.6351,1668.9223,87.5135895618097,1687.2244,2.90345409628533,1458.2897,1490.1984,1529.9724,53.480872803587,52.5299538758286,1.21549097132435,1.00709329417934,1.19273605902605,26
p_I,2.1,3.17,8.53,4.12,109,0.69015,-0.62844,-0.61031,0.41464,0.79411,-0.57237,1.31859,-1.02495,1.36648,-4.1091,0.6681,-2.4836,4.8476,0.9953,-1.6456,-4.4498,1782.8674,3649.7338,1897.1153,1638.1815,85.3664308460611,1665.3726,4.50965710717642,1461.8221,1492.3764,1526.6031,53.7284462517915,52.5058154800228,1.21528381141115,1.00706685468245,1.1926617853914,36
p_Me,1.76,3.17,7.32,4.11,89,0.69136,-0.63785,-0.60863,0.41929,0.79234,-0.56722,1.32921,-1.02792,1.35956,-4.4665,-2.876,-1.2467,5.4567,0.6591,-3.9255,-3.7325,1775.9889,3652.9021,1900.8735,1646.8843,89.3409306491593,1692.5683,1.24503030561807,1461.6284,1492.0109,1529.5351,68.5145637239734,54.0952353361057,1.21643726791356,1.00685715542027,1.19186652424086,11
p_nitro,1.7,3.15,7.65,1.67,89,0.68953,-0.62024,-0.61037,0.4101,0.7963,-0.57702,1.30977,-1.02047,1.37332,-3.5471,5.0267,-3.1676,6.9197,1.5183,0.983,-6.6792,1788.9423,3649.1126,1893.8458,1651.8795,88.4314862013511,1675.3036,1.41754497306969,1456.9996,1492.373,1528.331,43.6617651467444,51.4458766722841,1.21431076630408,1.00715818303234,1.19334511978514,27
p_OEt,1.81,3.19,9.48,4.1,96,0.69134,-0.63649,-0.61055,0.41826,0.7927,-0.57004,1.32783,-1.02881,1.36274,-3.3268,-2.611,-1.6409,4.5362,1.0181,-3.7156,-2.3948,1778.0543,3649.2643,1898.6868,1650.2674,82.7171693750946,1689.5124,7.68027308354551,1459.6116,1492.1136,1530.0311,62.1250214022707,53.7695647544264,1.21635423333707,1.00710756230951,1.19232494266202,15
p_OH,1.7,3.18,7.01,4.12,90,0.68999,-0.63301,-0.61165,0.41782,0.79386,-0.57304,1.323,-1.02947,1.3669,-2.9891,-1.1773,-2.1456,3.8632,1.2383,-2.6329,-2.5413,1780.7716,3647.2556,1896.4114,1666.261,80.2389595395392,1691.6518,7.30689808102148,1460.9946,1490.8351,1529.7261,55.7529869999129,52.9498756521887,1.2160415168147,1.0072416394411,1.19277510734924,7
p_OMe,1.77,3.19,8.44,4.1,94,0.69139,-0.6355,-0.61085,0.41771,0.79297,-0.57083,1.32689,-1.02856,1.3638,-3.2443,-2.1959,-1.7951,4.3094,1.0704,-3.3956,-2.4279,1778.172,3648.2176,1898.2214,1651.078,83.1473979039759,1690.0888,6.74185577998679,1460.0962,1492.2433,1527.0989,60.3015841576832,53.5539133434682,1.2162814458607,1.00714414772266,1.1924398567345,16
p_Ph,2.05,3.3,10.68,8.38,114,0.69129,-0.63748,-0.60753,0.41932,0.79227,-0.56636,1.32877,-1.02685,1.35863,-4.461,-2.9013,-1.0912,5.4322,0.6601,-3.7409,-3.8831,1775.3068,3653.2321,1901.9512,1633.2729,88.6583289180411,1687.4707,1.81490927579044,1462.3611,1490.2284,1528.4488,71.8340493266684,54.2352185755182,1.21627682051785,1.00667881718749,1.19173346312588,20
p_SCF3,1.76,3.92,9.02,5.83,157,0.69,-0.62509,-0.61006,0.41339,0.79529,-0.57436,1.31509,-1.02345,1.36965,-3.8179,2.1107,-1.7057,4.6841,0.116,-0.4865,-4.6574,1785.1858,3647.3318,1895.369,1635.0036,87.0897935340175,1671.621,2.34099869825927,1463.2132,1492.141,1528.5572,48.8021984281753,51.8373069868557,1.21493967812974,1.00715599405306,1.19292078815402,32
p_SMe,1.77,3.36,8.66,6.22,116,0.69159,-0.63364,-0.61059,0.41707,0.7932,-0.57126,1.32523,-1.02766,1.36446,-3.0372,-1.4705,-1.9906,3.9179,1.171,-2.7342,-2.55,1778.8524,3647.7934,1897.6239,1631.1312,89.0817453931794,1676.8381,0.631430458660156,1462.5256,1490.7149,1527.6738,58.3404303623567,53.342168292398,1.21601213859484,1.00712473332999,1.1925066085733,57
p_tfm,2.11,3.17,7.69,4.12,110,0.69001,-0.62433,-0.61063,0.41246,0.79523,-0.57482,1.31434,-1.02309,1.37005,-3.9433,2.612,-2.8429,5.5186,1.1605,-0.5123,-5.3708,1787.1929,3646.5097,1895.2276,1657.4813,87.761790550026,1695.6433,0.782607398963728,1457.0451,1491.2545,1530.1294,48.4391822305905,51.8902699547823,1.21483735429151,1.00716593656358,1.19300864725659,26
penta_F,1.7,3.75,6.98,4.23,91,0.69207,-0.62186,-0.60495,0.40974,0.78984,-0.56011,1.31393,-1.01469,1.34995,-3.0573,-2.7319,0.056,4.1004,0.6497,-1.6149,-3.7126,1789.8176,3665.8875,1905.7039,1705.6557,84.5685035375279,1721.3933,5.86300916937029,1461.7842,1491.8176,1527.2338,110.841544095012,55.0400155203265,1.21309132106285,1.00572224627578,1.19092858283358,19
